id,Country,Date,Measure_L1,Measure_L2,Measure_L3
DEU,Germany,2020-03-19,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
DEU,Germany,2020-03-19,Social distancing,Indoor gathering restriction,Cultural places and events
DEU,Germany,2020-03-19,Social distancing,Closure of educational institutions,Closure of specific schools/educational programmes
DEU,Germany,2020-03-19,Social distancing,Closure of educational institutions,Closure of specific schools/educational programmes
DEU,Germany,2020-03-19,Social distancing,Closure of educational institutions,Closure of specific schools/educational programmes
DEU,Germany,2020-03-19,Social distancing,Closure of educational institutions,Closure of specific schools/educational programmes
DEU,Germany,2020-03-19,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
DEU,Germany,2020-03-19,Social distancing,Outdoor gathering restriction,Closure of outdoor sport and leisure facilities
DEU,Germany,2020-03-19,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
DEU,Germany,2020-03-19,Social distancing,Measures for special populations,Measure to protect adults in daycare centers
DEU,Germany,2020-03-19,Social distancing,Outdoor gathering restriction,Closure of outdoor sport and leisure facilities
DEU,Germany,2020-03-19,Social distancing,Indoor gathering restriction,Places of worship
DEU,Germany,2020-03-19,Travel restriction,Individual movement restrictions,Movements for non-essential activities forbidden
DEU,Germany,2020-03-19,Social distancing,Indoor gathering restriction,Closure of close contact services
DEU,Germany,2020-03-22,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
DEU,Germany,2020-03-22,Social distancing,Indoor gathering restriction,Closure of close contact services
DEU,Germany,2020-03-22,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
DEU,Germany,2020-03-23,Travel restriction,Individual movement restrictions,Movements for non-essential activities forbidden
DEU,Germany,2020-03-23,Social distancing,Outdoor gathering restriction,Closure of outdoor sport and leisure facilities
DEU,Germany,2020-03-23,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities
DEU,Germany,2020-03-23,Social distancing,Measures for special populations,Measures to protect vulnerable populations (non-elderly)
DEU,Germany,2020-03-23,Social distancing,Measures for special populations,Measures to limit contact to hospital patients
DEU,Germany,2020-03-23,Social distancing,Indoor and outdoor gathering restriction,Mandatory distance between people
DEU,Germany,2020-03-24,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
DEU,Germany,2020-03-24,Social distancing,Closure of educational institutions,Closure of kindergartens
DEU,Germany,2020-03-31,Social distancing,Indoor and outdoor gathering restriction,Mandatory distance between people
DEU,Germany,2020-03-31,Travel restriction,Individual movement restrictions,Movements for non-essential activities forbidden
DEU,Germany,2020-04-01,Returning to normal life,Lift restriction on outdoor gatherings,Re-opening of certain shops and businesses
DEU,Germany,2020-04-10,Contact tracing,Quarantine,Incoming travellers
DEU,Germany,2020-04-18,Returning to normal life,Re-opening educational institutions,Re-opening of primary schools
DEU,Germany,2020-04-20,Returning to normal life,Re-opening of educational institutions,Re-opening of primary and secondary schools
DEU,Germany,2020-04-20,Returning to normal life,Lift travel restriction,Allow movements for non-essential activities
DEU,Germany,2020-04-20,Returning to normal life,Lift restriction on indoor and outdoor gatherings,In public and semi-public spaces
DEU,Germany,2020-04-20,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Lift ban on familial and private gatherings
DEU,Germany,2020-04-20,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of places of worship
DEU,Germany,2020-04-20,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of certain shops and businesses
DEU,Germany,2020-04-20,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of certain shops and businesses
DEU,Germany,2020-04-20,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of certain shops and businesses
DEU,Germany,2020-04-20,Public Healthcare,Personal protective measures,Mandatory use of masks
DEU,Germany,2020-04-20,Public Healthcare,Personal protective measures,Mandatory use of masks
DEU,Germany,2020-04-22,Returning to normal life,Re-opening of educational institutions,Classes with exams only
DEU,Germany,2020-05-04,Returning to normal life,Lift restriction on indoor gatherings,Resume private services
DEU,Germany,2020-05-04,Returning to normal life,Re-opening of educational institutions,Re-opening of kindergartens
DEU,Germany,2020-05-04,Returning to normal life,Lift restriction on outdoor gatherings,Re-opening of outdoor sport and leisure facilities
DEU,Germany,2020-05-04,Returning to normal life,Lift restriction on indoor gatherings,Lift ban on familial and private gatherings
DEU,Germany,2020-05-04,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of places of worship
DEU,Germany,2020-05-04,Returning to normal life,Lift restricton on outdoor gatherings,Organized events
DEU,Germany,2020-05-04,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of cultural institutions/entertainment venues
DEU,Germany,2020-05-04,Returning to normal life,Lift restriction on outdoor gatherings,Re-opening of outdoor sport and leisure facilities
DEU,Germany,2020-05-04,Returning to normal life,Re-opening of educational institutions,Resume one-to-one courses
DEU,Germany,2020-05-06,Returning to normal life,Re-opening of educational institutions,Re-opening of primary and secondary schools
DEU,Germany,2020-05-15,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of cultural institutions/entertainment venues
DEU,Germany,2020-05-15,Returning to normal life,Re-opening of educational institutions,Re-opening of specific schools/educational programmes
DEU,Germany,2020-05-15,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of indoor sport facilities
DEU,Germany,2020-05-15,Returning to normal life,Lift restriction on outdoor gatherings,Re-opening of outdoor sport and leisure facilities
DEU,Germany,2020-05-15,Returning to normal life,Lift restriction on indoor gatherings,Resume indoor hobbies and leisure activities
DEU,Germany,2020-05-15,Returning to normal life,Lift restriction on outdoor gatherings,Re-opening of outdoor sport and leisure facilities
DEU,Germany,2020-05-15,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of restaurants/bars/cafes
DEU,Germany,2020-05-15,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of short-term accommodations and hotels
DEU,Germany,2020-05-15,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of certain shops and businesses
DEU,Germany,2020-05-18,Returning to normal life,Re-opening of educational institutions,Re-opening of kindergartens
DEU,Germany,2020-05-18,Returning to normal life,Re-opening of educational institutions,Re-opening of primary schools
DEU,Germany,2020-05-21,Contact tracing,Quarantine,Incoming travellers
DEU,Germany,2020-06-06,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Sport competitors can resume training
DEU,Germany,2020-06-06,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of indoor sport facilities
DEU,Germany,2020-06-06,Returning to normal life,Lift measures to protect vulnerable populations,Resume visits in establishments hosting vulnerable populations
DEU,Germany,2020-06-06,Returning to normal life,Lift measures to protect vulnerable populations,Resume visits in establishments hosting vulnerable populations
DEU,Germany,2020-06-06,Returning to normal life,Lift measures to protect vulnerable populations,Resume visits in establishments hosting vulnerable populations
DEU,Germany,2020-06-06,Returning to normal life,Lift restriction on indoor gatherings,Lift ban on familial and private gatherings
DEU,Germany,2020-06-29,Returning to normal life,Re-opening of educational institutions,Re-opening of kindergartens
DEU,Germany,2020-06-30,Returning to normal life,Lift restriction on indoor gatherings,Lift ban on familial and private gatherings
DEU,Germany,2020-06-30,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of cultural institutions/entertainment venues
DEU,Germany,2020-07-18,Returning to normal life,Lift restriction on indoor gatherings,"Lift ban on conferences, meetings, trade fairs"
DEU,Germany,2020-07-18,Returning to normal life,Re-opening of educational institutions,Resume youth and student camps
DEU,Germany,2020-07-18,Returning to normal life,Lift restriction on indoor gatherings,In public and semi-public spaces
DEU,Germany,2020-07-18,Returning to normal life,Lift restriction on indoor gatherings,Organized events
DEU,Germany,2020-07-18,Returning to normal life,Lift personal protective measures,Lift obligation to wear a mask
DEU,Germany,2020-07-18,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Lift ban on sport events
DEU,Germany,2020-08-31,Returning to normal life,Re-opening of educational institutions,Re-opening of primary and secondary schools
DEU,Germany,2020-09-01,Returning to normal life,Lift restriction on indoor and outdoor gatherings,"Lift ban on festivals, faith-based events"
DEU,Germany,2020-09-01,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Lift ban on sport events
DEU,Germany,2020-10-17,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of short-term accommodations and hotels
DEU,Germany,2020-10-24,Public Healthcare,Personal protective measures,Mandatory use of masks
DEU,Germany,2020-03-16,Social distancing,Closure of educational institutions,Closure of kindergartens
DEU,Germany,2020-03-16,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
DEU,Germany,2020-03-18,Social distancing,Indoor and outdoor gathering restriction,In public and semi-public spaces
DEU,Germany,2020-03-18,Social distancing,Indoor gathering restriction,Suspend indoor social and leisure activities
DEU,Germany,2020-03-18,Social distancing,Indoor gathering restriction,"Conferences, meetings, trade fairs, etc."
DEU,Germany,2020-03-18,Social distancing,Indoor gathering restriction,Cultural places and events
DEU,Germany,2020-03-18,Social distancing,Outdoor gathering restriction,Closure of outdoor sport and leisure facilities
